appid,name,cluster_characteristics,cluster_popularity,cluster_comprehensive
289260,Dreamscapes: The Sandman - Premium Edition,0,0,0
289360,Konung 2,0,0,0
289400,Parkan 2,0,0,0
289440,Perimeter,0,0,0
289500,UFO: Aftershock,0,0,0
289520,King's Bounty: Dark Side,0,0,0
289620,Collapse,0,0,0
289650,Assassin's Creed® Unity,0,0,0
289690,LARA CROFT AND THE TEMPLE OF OSIRIS™,0,0,0
289760,ROCKETSROCKETSROCKETS,0,0,0
289800,Dracula: The Resurrection,0,0,0
289890,"7,62 High Calibre",0,0,0
289930,TransOcean: The Shipping Company,0,0,0
289950,Construction Simulator 2015,0,0,0
290000,DubWars,0,0,0
290080,Life is Feudal: Your Own,0,0,0
290280,Volt,0,0,0
290300,Rebel Galaxy,0,0,0
290340,Armello,0,0,0
290460,Legionwood 2: Rise of the Eternal's Realm - Director's Cut,0,0,0
290470,Onigiri,0,0,0
290650,Time Ramesside (A New Reckoning),0,0,0
290730,My Lands: Black Gem Hunting,0,0,0
290770,The Fall,0,0,0
290790,Grey Goo,0,0,0
290890,You Must Build A Boat,0,0,0
291130,Akane the Kunoichi,0,0,0
291170,Royal Defense,0,0,0
291330,Final Slam 2,0,0,0
291390,Three Dead Zed,0,0,0
291410,Duelyst,0,0,0
291480,Warface,0,0,0
291550,Brawlhalla,0,0,0
291650,Pillars of Eternity,0,0,0
291710,The Lost Crown,0,0,0
291860,Pit People®,0,0,0
291910,Firefighters 2014,0,0,0
292030,The Witcher® 3: Wild Hunt,0,0,0
292120,FINAL FANTASY® XIII,0,0,0
292140,FINAL FANTASY® XIII-2,0,0,0
292160,UFO: Aftermath,0,0,0
292230,Game Character Hub,0,0,0
292330,Starship Corporation,0,0,0
292370,DarkEnd,0,0,0
292380,Racer 8,0,0,0
292390,Realms of the Haunting,0,0,0
292410,Street Racing Syndicate,0,0,0
292480,Magical Battle Festa,0,0,0
292500,Kero Blaster,0,0,0
292570,Chompy Chomp Chomp,0,0,0
292600,Duet,0,0,0
292620,Pressured,0,0,0
292630,Uriel's Chasm,0,0,0
292730,Call of Duty®: Infinite Warfare,0,0,0
292800,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,0,0,0
292910,Deponia: The Complete Journey,0,0,0
292930,Black Mirror I,0,0,0
293180,Overcast - Walden and the Werewolf,0,0,0
293260,Card Hunter,0,0,0
293320,Coma: Mortuary,0,0,0
293540,Guns and Robots,0,0,0
293680,Cinders,0,0,0
293760,Automation - The Car Company Tycoon Game,0,0,0
293780,Crawl,0,0,0
293840,Cult of the Wind,0,0,0
293860,White Noise Online,0,0,0
293880,Dark Scavenger,0,0,0
293940,Kill The Bad Guy,0,0,0
294000,Knight Squad,0,0,0
294020,Merchants of Kaidan,0,0,0
294040,Loot Hero DX,0,0,0
294100,RimWorld,0,0,0
294140,They Breathe,0,0,0
294160,Galcon 2: Galactic Conquest,0,0,0
294230,Millie,0,0,0
294370,Crowntakers,0,0,0
294440,Shadowgate,0,0,0
294750,Anomaly Defenders,0,0,0
294770,Haegemonia: Legions of Iron,0,0,0
294790,Haegemonia: The Solon Heritage,0,0,0
294810,BlazBlue: Continuum Shift Extend,0,0,0
294860,Valkyria Chronicles™,0,0,0
295550,Royal Quest,0,0,0
295690,PARTICLE MACE,0,0,0
295710,Darkwind: War on Wheels,0,0,0
295790,Never Alone (Kisima Ingitchuna),0,0,0
295930,Swipecart,0,0,0
296050,Battlepaths,0,0,0
296070,MIND: Path to Thalamus Enhanced Edition,0,0,0
296300,Ballistic Overkill,0,0,0
296470,Mount Your Friends,0,0,0
296490,GemCraft - Chasing Shadows,0,0,0
296570,Lords of Xulima,0,0,0
296630,Kraven Manor,0,0,0
296710,Monstrum,0,0,0
296770,Real Boxing™,0,0,0
296830,Lucius II,0,0,0
296870,Dreaming Sarah,0,0,0
296910,8BitBoy™,0,0,0
296970,Renowned Explorers: International Society,0,0,0
297000,Heroes® of Might & Magic® III - HD Edition,0,0,0
297020,The Culling Of The Cows,0,0,0
297110,Cosmic DJ,0,0,0
297120,Heavy Bullets,0,0,0
297130,Titan Souls,0,0,0
297210,Famaze,0,0,0
297290,Detective Case and Clown Bot in: Murder in the Hotel Lisbon,0,0,0
297860,Split/Second,0,0,0
297920,Space Colony: Steam Edition,0,0,0
298030,Total Annihilation,0,0,0
298050,Master of Orion,0,0,0
298110,Far Cry® 4,0,0,0
298140,Rhiannon: Curse of the Four Branches,0,0,0
298160,Eldevin,0,0,0
298180,The Desolate Hope,0,0,0
298240,Red Crucible®: Firestorm,0,0,0
298260,Only If,0,0,0
298480,Victory At Sea,0,0,0
298520,Orbital Gear,0,0,0
298600,Lovely Planet,0,0,0
298610,Ylands,0,0,0
298630,The Escapists,0,0,0
298930,Darkness Within 1: In Pursuit of Loath Nolder,0,0,0
299030,Blood: One Unit Whole Blood,0,0,0
299250,European Ship Simulator,0,0,0
299260,Commando Jack,0,0,0
299360,Block N Load,0,0,0
299420,CubeGun,0,0,0
299460,Woodle Tree Adventures,0,0,0
299480,Rogue Stormers,0,0,0
299500,International Snooker,0,0,0
299680,Tengami,0,0,0
299720,Terrorhedron Tower Defense,0,0,0
299740,Miscreated,0,0,0
299800,The Land of Eyas,0,0,0
300040,Divine Souls F2P MMO,0,0,0
300060,ADR1FT,0,0,0
300080,Total War Battles: KINGDOM,0,0,0
300220,Victim of Xen,0,0,0
300300,Ichi,0,0,0
300380,Road Redemption,0,0,0
300540,Sweet Lily Dreams,0,0,0
300550,Shadowrun: Dragonfall - Director's Cut,0,0,0
300570,Infinifactory,0,0,0
300580,GALAK-Z,0,0,0
301120,Eastside Hockey Manager,0,0,0
301190,Frederic: Resurrection of Music,0,0,0
301200,Frederic: Evil Strikes Back,0,0,0
301220,Legends of Persia,0,0,0
301460,Electronic Super Joy: Groove City,0,0,0
301520,Robocraft,0,0,0
301540,Rhythm Destruction,0,0,0
301640,Zombie Army Trilogy,0,0,0
301680,Psichodelya,0,0,0
301690,Cobi Treasure Deluxe,0,0,0
301700,Numba Deluxe,0,0,0
301750,RADical ROACH Remastered,0,0,0
301860,Submerged,0,0,0
301910,Saints Row: Gat out of Hell,0,0,0
301970,Screencheat,0,0,0
302010,The Blue Flamingo,0,0,0
302060,Trucks & Trailers,0,0,0
302080,Bus Driver,0,0,0
302160,The Egyptian Prophecy: The Fate of Ramses,0,0,0
302190,Amerzone: The Explorer’s Legacy,0,0,0
302240,Chernobyl Commando,0,0,0
302250,Manhunter,0,0,0
302260,Truffle Saga,0,0,0
302310,Dungeon of Elements,0,0,0
302380,Floating Point,0,0,0
302510,Ryse: Son of Rome,0,0,0
302590,Of Guards And Thieves,0,0,0
302610,Boson X,0,0,0
302670,Call to Arms,0,0,0
302710,BlazeRush,0,0,0
302730,Namariel Legends: Iron Lord Premium Edition,0,0,0
302790,Momodora III,0,0,0
302830,BLOCKADE 3D,0,0,0
303210,The Beginner's Guide,0,0,0
303390,Dead Bits,0,0,0
303610,Suicide Guy,0,0,0
303790,Faery - Legends of Avalon,0,0,0
303800,The Witcher Adventure Game,0,0,0
304030,ArcheAge,0,0,0
304050,Trove,0,0,0
304240,Resident Evil / biohazard HD REMASTER,0,0,0
304350,Wildlife Park 2,0,0,0
304390,FOR HONOR™,0,0,0
304410,Hexcells Infinite,0,0,0
304430,INSIDE,0,0,0
304500,Rooms: The Main Building,0,0,0
304530,Agents of Mayhem,0,0,0
304650,SUNLESS SEA,0,0,0
304730,Train Fever,0,0,0
304930,Unturned,0,0,0
305260,Battle Islands,0,0,0
305380,Blue Estate The Game,0,0,0
305620,The Long Dark,0,0,0
305640,Shattered Planet,0,0,0
305980,Heavy Fire: Afghanistan,0,0,0
306020,Bloons TD 5,0,0,0
306040,The Howler,0,0,0
306130,The Elder Scrolls® Online,0,0,0
306350,Slipstream 5000,0,0,0
306410,Crystals of Time,0,0,0
306660,Ultimate General: Gettysburg,0,0,0
306670,Overlord: Fellowship of Evil,0,0,0
306680,Lexica,0,0,0
306760,Obduction,0,0,0
306930,BattleSpace,0,0,0
307050,Shan Gui (山桂),0,0,0
307070,Memories of a Vagabond,0,0,0
307090,Fancy Skulls,0,0,0
307110,We Need To Go Deeper,0,0,0
307170,Borealis,0,0,0
307230,"I, Zombie",0,0,0
307290,Velvet Sundown,0,0,0
307340,Platypus,0,0,0
307350,Nux,0,0,0
307580,Technobabylon,0,0,0
307590,Penarium,0,0,0
307620,Curses 'N Chaos,0,0,0
307640,Stick RPG 2: Director's Cut,0,0,0
307670,Hard West,0,0,0
307690,Sleeping Dogs: Definitive Edition,0,0,0
307760,Zoo Park,0,0,0
307780,Mortal Kombat X,0,0,0
307880,Savage Lands,0,0,0
307960,IL-2 Sturmovik: Battle of Stalingrad,0,0,0
308000,Gold Rush! Classic,0,0,0
308040,Back to Bed,0,0,0
308060,Black The Fall,0,0,0
308330,Lost Chronicles of Zerzura,0,0,0
308420,Ziggurat,0,0,0
308460,War in a Box: Paper Tanks,0,0,0
308580,Orborun,0,0,0
308600,Geneshift,0,0,0
310060,Knights of Pen and Paper 2,0,0,0
310070,The Nightmare Cooperative,0,0,0
310080,Hatoful Boyfriend,0,0,0
310360,Higurashi When They Cry Hou - Ch.1 Onikakushi,0,0,0
310370,The Way of Life Free Edition,0,0,0
310470,Grand Ages: Medieval,0,0,0
310510,Deathtrap,0,0,0
310560,DiRT Rally,0,0,0
310700,Super Win the Game,0,0,0
310740,NEON STRUCT,0,0,0
310790,Geometry Wars™ 3: Dimensions Evolved,0,0,0
310810,Shiftlings,0,0,0
310850,Onikira - Demon Killer,0,0,0
310890,Breach & Clear: Deadline Rebirth (2016),0,0,0
310950,Street Fighter V,0,0,0
311010,The Way,0,0,0
311210,Call of Duty®: Black Ops III,0,0,0
311240,Zero Escape: Zero Time Dilemma,0,0,0
311250,Doorways: The Underworld,0,0,0
311260,The Guild 3,0,0,0
311290,SpellForce 3,0,0,0
311310,Naval Action,0,0,0
311340,METAL GEAR SOLID V: GROUND ZEROES,0,0,0
311480,Vertical Drop Heroes HD,0,0,0
311560,Assassin’s Creed® Rogue,0,0,0
311690,Enter the Gungeon,0,0,0
311720,Sproggiwood,0,0,0
311730,DEAD OR ALIVE 5 Last Round: Core Fighters,0,0,0
311770,LEGO® Pirates of the Caribbean: The Video Game,0,0,0
311860,Data Hacker: Initiation,0,0,0
311870,Super Trench Attack!,0,0,0
312150,Wild Warfare,0,0,0
312280,Simply Chess,0,0,0
312370,"Warhammer 40,000: Armageddon",0,0,0
312450,Order of Battle: World War II,0,0,0
312520,Rain World,0,0,0
312530,Duck Game,0,0,0
312540,Ys VI: The Ark of Napishtim,0,0,0
312610,METAL SLUG X,0,0,0
312630,OTTTD,0,0,0
312640,Power-Up,0,0,0
312660,Sniper Elite 4,0,0,0
312670,Strange Brigade,0,0,0
312720,Khet 2.0,0,0,0
312750,FINAL FANTASY IV,0,0,0
312780,Way of the Samurai 4,0,0,0
312790,Agarest: Generations of War 2,0,0,0
312840,Fahrenheit: Indigo Prophecy Remastered,0,0,0
312970,My Ex-Boyfriend the Space Tyrant,0,0,0
312990,The Expendabros,0,0,0
313010,Cities XXL,0,0,0
313020,Soul Gambler,0,0,0
313080,The Masterplan,0,0,0
313120,Stranded Deep,0,0,0
313140,Blackbay Asylum,0,0,0
313160,Farming Simulator 15,0,0,0
313340,Mountain,0,0,0
313400,REVOLVER360 RE:ACTOR,0,0,0
313480,Blitzkrieg Anthology,0,0,0
313500,Blitzkrieg 2 Anthology,0,0,0
313630,The Solus Project,0,0,0
313650,Time Mysteries 2: The Ancient Spectres,0,0,0
313690,LEGO® Batman™ 3: Beyond Gotham,0,0,0
313730,Sunrider: Mask of Arcadius,0,0,0
313740,Sakura Spirit,0,0,0
313830,See No Evil,0,0,0
314000,Pool Nation FX Lite,0,0,0
314010,Boid,0,0,0
314020,Morphopolis,0,0,0
314030,Guilty Gear X2 #Reload,0,0,0
314070,Super Mega Baseball: Extra Innings,0,0,0
314160,Microsoft Flight Simulator X: Steam Edition,0,0,0
314250,Jet Gunner,0,0,0
314280,The Forgotten Ones,0,0,0
314410,Rampage Knights,0,0,0
314510,Fall of the New Age Premium Edition,0,0,0
314520,Euro Fishing,0,0,0
314660,Oddworld: New 'n' Tasty,0,0,0
314710,Mighty No. 9,0,0,0
314790,Silence,0,0,0
314810,Randal's Monday,0,0,0
314830,Blackguards 2,0,0,0
314970,Age of Conquest IV,0,0,0
315060,Bloop Reloaded,0,0,0
315330,All Guns On Deck,0,0,0
315430,Polarity,0,0,0
315460,Dig or Die,0,0,0
315810,eden*,0,0,0
315930,Bravada,0,0,0
316010,Magic Duels,0,0,0
316160,Broken Sword 4 - the Angel of Death,0,0,0
316390,sZone-Online,0,0,0
316430,Battle of Empires : 1914-1918,0,0,0
316480,Shadow Puppeteer,0,0,0
316600,QP Shooting - Dangerous!!,0,0,0
316720,planetarian ~the reverie of a little planet~,0,0,0
316790,Grim Fandango Remastered,0,0,0
317040,The Original Strife: Veteran Edition,0,0,0
317250,Airscape - The Fall of Gravity,0,0,0
317280,Solstice,0,0,0
317360,Double Action: Boogaloo,0,0,0
317380,War on Folvos,0,0,0
317410,Color Symphony,0,0,0
317470,Cubic Castles,0,0,0
317620,Space Hulk: Ascension,0,0,0
317710,Velocibox,0,0,0
317820,Guild of Dungeoneering,0,0,0
318020,Act of Aggression - Reboot Edition,0,0,0
318100,AXYOS,0,0,0
318130,Doom & Destiny,0,0,0
318220,Enforcer: Police Crime Action,0,0,0
318230,Convoy,0,0,0
318430,Squishy the Suicidal Pig,0,0,0
318530,Wings of Vi,0,0,0
318600,The Flame in the Flood,0,0,0
319050,Chaos Reborn,0,0,0
319140,Xeodrifter™,0,0,0
319180,Platypus II,0,0,0
319230,Gold Rush! Anniversary,0,0,0
319250,Magicmaker,0,0,0
319320,Time Mysteries 3: The Final Enigma,0,0,0
319450,Chariot,0,0,0
319470,Ninja Pizza Girl,0,0,0
319480,Odallus: The Dark Call,0,0,0
319510,Five Nights at Freddy's,0,0,0
319570,Heroes of SoulCraft - Arcade MOBA,0,0,0
319630,Life is Strange - Episode 1,0,0,0
319730,GRANADO ESPADA,0,0,0
319830,AX:EL - Air XenoDawn,0,0,0
319850,Bridge Constructor Medieval,0,0,0
319910,Trine 3: The Artifacts of Power,0,0,0
319970,The Detail,0,0,0
320040,Moon Hunters,0,0,0
320140,Absolute Drift,0,0,0
320150,Deadlings: Rotten Edition,0,0,0
320240,We Happy Few,0,0,0
320300,Car Mechanic Simulator 2015,0,0,0
320320,Darkstone,0,0,0
320340,Cosmonautica,0,0,0
320400,Magnifico,0,0,0
320540,Coffin Dodgers,0,0,0
320820,Toren,0,0,0
321030,One Day For Ched,0,0,0
321150,Melissa K. and the Heart of Gold Collector's Edition,0,0,0
321260,Wickland,0,0,0
321270,UNLOVED,0,0,0
321360,Primal Carnage: Extinction,0,0,0
321400,Supraball,0,0,0
321480,Sigils of Elohim,0,0,0
321800,Icewind Dale: Enhanced Edition,0,0,0
321840,Rising Angels: Reborn,0,0,0
321870,Silence of the Sleep,0,0,0
321920,Schein,0,0,0
321950,Yury,0,0,0
321960,Might & Magic® Heroes® VII,0,0,0
322110,20XX,0,0,0
322170,Geometry Dash,0,0,0
322190,SteamWorld Heist,0,0,0
322210,"Guns, Gore & Cannoli",0,0,0
322290,Gurumin: A Monstrous Adventure,0,0,0
322300,The Repopulation,0,0,0
322330,Don't Starve Together,0,0,0
322500,SUPERHOT,0,0,0
322540,Galactic Inheritors,0,0,0
322680,BLACKHOLE,0,0,0
322770,Vanishing Realms™,0,0,0
322780,Worlds Adrift,0,0,0
322850,Pro Cycling Manager 2015,0,0,0
322910,"Warhammer 40,000: Regicide",0,0,0
322970,Subject 13,0,0,0
323060,Tharsis,0,0,0
323190,Frostpunk,0,0,0
323220,Vagante,0,0,0
323280,Sea Legends: Phantasmal Light Collector's Edition,0,0,0
323320,Grow Home,0,0,0
323380,The Magic Circle,0,0,0
323460,Raiden IV: OverKill,0,0,0
323470,DRAGON BALL XENOVERSE,0,0,0
323580,Jotun: Valhalla Edition,0,0,0
323630,Ubinota,0,0,0
323720,Decay: The Mare,0,0,0
323850,Move or Die,0,0,0
324070,iO,0,0,0
324080,Rising World,0,0,0
324160,CLANNAD,0,0,0
324260,VoidExpanse,0,0,0
324310,Bus Simulator 16,0,0,0
324570,Halo: Spartan Strike,0,0,0
324650,Gemini: Heroes Reborn,0,0,0
324680,Impossible Creatures Steam Edition,0,0,0
324740,The Warlock of Firetop Mountain,0,0,0
324760,Monster Truck Destruction,0,0,0
324800,Shadow Warrior 2,0,0,0
324810,TOXIKK™,0,0,0
325090,Deep Dungeons of Doom,0,0,0
325180,AppGameKit: Easy Game Development,0,0,0
325370,Nova-111,0,0,0
325420,Homebrew - Patent Unknown,0,0,0
325610,Total War: ATTILA,0,0,0
326120,Horizon Shift,0,0,0
326160,Shroud of the Avatar: Forsaken Virtues,0,0,0
326180,Sinister City,0,0,0
326190,Alchemy Mysteries: Prague Legends,0,0,0
326340,River City Super Sports Challenge ~All Stars Special~,0,0,0
326360,Warspear Online,0,0,0
326410,Windward,0,0,0
326460,ShellShock Live,0,0,0
326480,If My Heart Had Wings,0,0,0
326670,Warhammer Quest,0,0,0
326730,Whisper of a Rose,0,0,0
326950,Sword of Asumi,0,0,0
326960,Killing Floor - Toy Master,0,0,0
327010,Motorama,0,0,0
327030,Worms W.M.D,0,0,0
327070,Gloria Victis,0,0,0
327090,Out of Reach,0,0,0
327140,Tilt Brush,0,0,0
327220,Anna's Quest,0,0,0
327310,The Marvellous Miss Take,0,0,0
327400,Sid Meier's Colonization (Classic),0,0,0
327410,A Bird Story,0,0,0
327510,WASTED,0,0,0
327640,CaesarIA,0,0,0
327860,Salt,0,0,0
327890,I am Bread,0,0,0
328080,Rise to Ruins,0,0,0
328100,Gunspell - Steam Edition,0,0,0
328270,Leviathan: The Last Day of the Decade,0,0,0
328500,Potatoman Seeks the Troof,0,0,0
328600,Frozen Synapse Prime,0,0,0
328760,SanctuaryRPG: Black Edition,0,0,0
329000,Data Hacker: Corruption,0,0,0
329020,Battlegrounds of Eldhelm,0,0,0
329050,Devil May Cry® 4 Special Edition,0,0,0
329110,Gems of War - Puzzle RPG,0,0,0
329130,Reassembly,0,0,0
329380,Stealth Inc 2: A Game of Clones,0,0,0
329430,State of Decay: YOSE,0,0,0
329440,Sonic Lost World,0,0,0
329460,JumpJet Rex,0,0,0
329490,Phantom Breaker: Battle Grounds,0,0,0
329830,The Moon Sliver,0,0,0
329860,Catlateral Damage,0,0,0
330180,Pix the Cat,0,0,0
330350,Robotex,0,0,0
330390,Grandia® II Anniversary Edition,0,0,0
330420,The Interactive Adventures of Dog Mendonça & Pizzaboy®,0,0,0
330570,Noct,0,0,0
330580,Shark Attack Deathmatch 2,0,0,0
330660,Luna's Wandering Stars,0,0,0
330820,2064: Read Only Memories,0,0,0
330830,Tales from the Borderlands,0,0,0
330990,Demon Hunter: Chronicles from Beyond,0,0,0
331120,Passing Pineview Forest,0,0,0
331190,Master Spy,0,0,0
331360,Heavy Metal Machines,0,0,0
331440,bit Dungeon II,0,0,0
331470,Everlasting Summer,0,0,0
331480,Pinstripe,0,0,0
331500,Executive Assault,0,0,0
331600,One Piece Pirate Warriors 3,0,0,0
331650,Carmageddon TDR 2000,0,0,0
331670,The Jackbox Party Pack,0,0,0
331690,Crossing Souls,0,0,0
331790,Data Hacker: Reboot,0,0,0
331870,AER Memories of Old,0,0,0
331980,Last Inua,0,0,0
332070,School of Dragons,0,0,0
332200,Axiom Verge,0,0,0
332310,LEGO® Worlds,0,0,0
332360,Spriter Pro,0,0,0
332480,Phoenix Force,0,0,0
332500,GRAV,0,0,0
332530,Shutshimi,0,0,0
332570,Amazing Frog?,0,0,0
332700,Mike was Сursed,0,0,0
332710,1Quest,0,0,0
332780,National Zombie Park,0,0,0
332790,Darkness Assault,0,0,0
332800,Five Nights at Freddy's 2,0,0,0
332950,Dark Deception,0,0,0
333120,Inside The Gear,0,0,0
333210,Kaiju-A-GoGo,0,0,0
333220,Cherry Tree High I! My! Girls!,0,0,0
333250,Forward to the Sky,0,0,0
333420,Cossacks 3,0,0,0
333600,NEKOPARA Vol. 1,0,0,0
333640,Caves of Qud,0,0,0
333930,Dirty Bomb®,0,0,0
333950,Medieval Engineers,0,0,0
333980,AKIBA'S TRIP: Undead ＆ Undressed,0,0,0
334030,Epic Arena,0,0,0
334040,Down To One,0,0,0
334070,Hektor,0,0,0
334210,Fortified,0,0,0
334230,Town of Salem,0,0,0
334300,Fake Colours,0,0,0
334420,Out There: Ω Edition,0,0,0
334920,Zero-K,0,0,0
335000,Tormentum - Dark Sorrow,0,0,0
335150,Magic Barrage - Bitferno,0,0,0
335240,Transformice,0,0,0
335300,DARK SOULS™ II: Scholar of the First Sin,0,0,0
335330,Brick-Force,0,0,0
335430,Grimoire: Manastorm,0,0,0
335620,Star Traders: Frontiers,0,0,0
335670,LISA,0,0,0
335700,I am Weapon: Revival,0,0,0
335820,Dream Of Mirror Online,0,0,0
335840,Goats on a Bridge,0,0,0
335900,Angels of Fasaria: Version 2.0,0,0,0
336040,Combat Monsters,0,0,0
336280,Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,0,0,0
336420,Bloodsports.TV,0,0,0
336520,Might & Magic Heroes Online,0,0,0
336610,Outcast 1.1,0,0,0
336670,HIT,0,0,0
337000,Deus Ex: Mankind Divided,0,0,0
337150,Sentinels of the Multiverse,0,0,0
337180,Velocity 2X,0,0,0
337320,Paint the Town Red,0,0,0
337340,Finding Paradise,0,0,0
337360,Dead Island Retro Revenge,0,0,0
337410,Karos,0,0,0
337420,Final Dusk,0,0,0
337630,Bermuda,0,0,0
337950,The SKIES,0,0,0
338050,Anoxemia,0,0,0
338120,Marble Duel,0,0,0
338130,Strategy & Tactics: Wargame Collection,0,0,0
338140,Venetica - Gold Edition,0,0,0
338170,Ratz Instagib,0,0,0
338180,Batla,0,0,0
338320,Pixel Heroes: Byte & Magic,0,0,0
338390,The Technomancer,0,0,0
338530,Trouble In The Manor,0,0,0
338540,Navy Field 2 : Conqueror of the Ocean,0,0,0
338550,Terra Lander,0,0,0
338810,Demise of Nations,0,0,0
339120,Fork Parker's Holiday Profit Hike,0,0,0
339160,Tales of the Orient: The Rising Sun,0,0,0
339190,Dead Synchronicity: Tomorrow Comes Today,0,0,0
339200,Oceanhorn: Monster of Uncharted Seas,0,0,0
339230,ZOMBI,0,0,0
339280,Strife®,0,0,0
339290,Castle,0,0,0
339340,Resident Evil 0 / biohazard 0 HD REMASTER,0,0,0
339350,Choice of Robots,0,0,0
339400,Runestone Keeper,0,0,0
339470,Retention,0,0,0
339580,Ember,0,0,0
339600,VEGA Conflict,0,0,0
339610,Freestyle 2: Street Basketball,0,0,0
339790,rFactor,0,0,0
339800,HuniePop,0,0,0
339820,Starwalker,0,0,0
340000,Headlander,0,0,0
340050,Survivalist,0,0,0
340070,Battle Ranch: Pigs vs Plants,0,0,0
340120,Moorhuhn (Crazy Chicken),0,0,0
340150,Basement,0,0,0
340170,FINAL FANTASY TYPE-0™ HD,0,0,0
340200,Bloop,0,0,0
340270,TIMEframe,0,0,0
340300,Teddy Floppy Ear - Mountain Adventure,0,0,0
340310,Teddy Floppy Ear - Kayaking,0,0,0
340320,Sinless + OST,0,0,0
340350,Quintet,0,0,0
340460,Spartans Vs Zombies Defense,0,0,0
340490,Subterrain,0,0,0
340540,TDP4:Team Battle,0,0,0
340730,Sunrider Academy,0,0,0
340810,Deepworld,0,0,0
340830,Razenroth,0,0,0
340860,RaidersSphere4th,0,0,0
341000,Mad Games Tycoon,0,0,0
341060,The Lady,0,0,0
341090,On A Roll 3D,0,0,0
341160,Steam Heroes,0,0,0
341310,Greyfox RPG,0,0,0
341500,Camera Obscura,0,0,0
341720,Among Ripples,0,0,0
341780,Chronicles of a Dark Lord: Episode II War of The Abyss,0,0,0
341800,Keep Talking and Nobody Explodes,0,0,0
341860,SickBrick,0,0,0
341940,Hatred,0,0,0
341980,Dispatcher,0,0,0
342020,BiT Evolution,0,0,0
342150,Games of Glory,0,0,0
342180,Arizona Sunshine,0,0,0
342200,MechWarrior Online™ Solaris 7,0,0,0
342230,Air Guardians,0,0,0
342260,Nevermind,0,0,0
342300,Zombie Kill of the Week - Reborn,0,0,0
342380,Sakura Angels,0,0,0
342480,Gunscape,0,0,0
342560,Airships: Conquer the Skies,0,0,0
342570,HIS (Heroes In the Sky),0,0,0
342580,12 Labours of Hercules,0,0,0
342620,"It came from space, and ate our brains",0,0,0
342630,Witch's Pranks: Frog's Fortune Collector's Edition,0,0,0
342640,Pixel Privateers,0,0,0
342970,Pixel Survivors,0,0,0
342980,Destination Sol,0,0,0
343100,Overture,0,0,0
343280,Zotrix,0,0,0
343340,Tiamat X,0,0,0
343360,Particula,0,0,0
343440,Crash Drive 2,0,0,0
343560,Bob Was Hungry,0,0,0
343630,CroNix,0,0,0
343710,Kholat,0,0,0
343740,InMind VR,0,0,0
343750,Firefly Online Cortex,0,0,0
343800,Shadowgate: MacVenture Series,0,0,0
343860,Tacoma,0,0,0
343930,Fort Defense,0,0,0
344040,Voxelized,0,0,0
344130,Cataegis : The White Wind,0,0,0
344190,Immortal Empire,0,0,0
344230,Pixel Puzzles 2: Birds,0,0,0
344300,Heckabomb,0,0,0
344740,CRYPTARK,0,0,0
344760,Reign Of Kings,0,0,0
344770,fault - milestone two side:above,0,0,0
344850,Big Pharma,0,0,0
344910,Sun Blast: Star Fighter,0,0,0
345060,Stay Alight,0,0,0
345090,Ancient Planet Tower Defense,0,0,0
345120,Vox Populi Vox Dei 2,0,0,0
345130,Dark Matter,0,0,0
345180,Victor Vran ARPG,0,0,0
345220,Agent Awesome,0,0,0
345240,SHOGUN: Total War™ - Collection,0,0,0
345260,Medieval: Total War™ - Collection,0,0,0
345350,LIGHTNING RETURNS™: FINAL FANTASY® XIII,0,0,0
345390,King's Quest,0,0,0
345440,Vapour,0,0,0
345580,Universal Combat CE,0,0,0
345650,Without Within,0,0,0
345660,RIDE,0,0,0
345820,Shantae and the Pirate's Curse,0,0,0
345920,The Note,0,0,0
346010,Besiege,0,0,0
346110,ARK: Survival Evolved,0,0,0
346120,Boring Man - Online Tactical Stickman Combat,0,0,0
346180,David.,0,0,0
346210,Garden Rescue,0,0,0
346250,The Old Tree,0,0,0
346330,BrainBread 2,0,0,0
346560,Hero of the Kingdom II,0,0,0
346630,Plazma Being,0,0,0
346750,Merchant,0,0,0
346810,Marble Age,0,0,0
346830,FINAL FANTASY IV: THE AFTER YEARS,0,0,0
346900,AdVenture Capitalist,0,0,0
346940,Shadowrun: Hong Kong - Extended Edition,0,0,0
346950,The Dark Stone from Mebara,0,0,0
347030,The Bluecoats: North vs South,0,0,0
347160,Steredenn,0,0,0
347290,Rise & Shine,0,0,0
347430,Frankenstein: Master of Death,0,0,0
347510,Rats - Time is running out!,0,0,0
347560,Terra Incognita ~ Chapter One: The Descendant,0,0,0
347620,Gaokao.Love.100Days,0,0,0
347830,Fairy Fencer F,0,0,0
348020,Bloodbath Kavkaz,0,0,0
348250,Google Earth VR,0,0,0
348360,Doodle God,0,0,0
348450,Lex Mortis,0,0,0
348460,Bierzerkers,0,0,0
348550,GUILTY GEAR XX ACCENT CORE PLUS R,0,0,0
348620,Voices from the Sea,0,0,0
348700,Walkover,0,0,0
348710,Saint Seiya: Soldiers' Soul,0,0,0
348790,Wooden Floor,0,0,0
348870,Night Mysteries: The Amphora Prisoner,0,0,0
348950,Ame no Marginal -Rain Marginal-,0,0,0
348960,Odysseus: Long Way Home,0,0,0
349040,NARUTO SHIPPUDEN: Ultimate Ninja STORM 4,0,0,0
