appid,name,cluster_characteristics,cluster_popularity,cluster_comprehensive
57650,Dungeons,0,0,0
57680,The First Templar - Steam Special Edition,0,0,0
57690,Tropico 4,0,0,0
57740,Jagged Alliance - Back in Action,0,0,0
57800,Doc Clock: The Toasted Sandwich of Time,0,0,0
57900,Duke Nukem Forever,0,0,0
58200,Jolly Rover,0,0,0
58400,Turba,0,0,0
58520,Blood Bowl - Legendary Edition,0,0,0
58550,A Game of Thrones - Genesis,0,0,0
58560,Runaway: A Twist of Fate,0,0,0
58570,The Next BIG Thing,0,0,0
58610,Wargame: European Escalation,0,0,0
60340,Luxor: 5th Passage,0,0,0
60600,ProtoGalaxy,0,0,0
60800,Numen: Contest of Heroes,0,0,0
61100,Lucid,0,0,0
61310,Fractal: Make Blooms Not War,0,0,0
61500,Age of Wonders,0,0,0
61510,Age of Wonders II: The Wizard's Throne,0,0,0
61520,Age of Wonders Shadow Magic,0,0,0
61600,Zen Bound 2,0,0,0
61700,Might & Magic: Clash of Heroes,0,0,0
61730,Critter Crunch,0,0,0
62000,Flight Control HD,0,0,0
62100,Chime,0,0,0
63000,HOARD,0,0,0
63200,Monday Night Combat,0,0,0
63500,Swords and Soldiers HD,0,0,0
63610,Riven: The Sequel to MYST,0,0,0
63650,URU: Complete Chronicles,0,0,0
63660,Myst: Masterpiece Edition,0,0,0
63700,BIT.TRIP BEAT,0,0,0
63710,BIT.TRIP RUNNER,0,0,0
63800,Delve Deeper,0,0,0
63900,Fantasy Wars,0,0,0
63910,King's Bounty: Crossworlds,0,0,0
63940,Men of War: Vietnam,0,0,0
63960,Theatre of War 3: Korea,0,0,0
64000,Men of War: Assault Squad,0,0,0
65500,Aura: Fate of the Ages,0,0,0
65530,SpellForce 2: Faith in Destiny,0,0,0
65540,Gothic 1,0,0,0
65560,Painkiller Redemption,0,0,0
65600,Gothic 3: Forsaken Gods Enhanced Edition,0,0,0
65610,ArcaniA: Fall of Setarrif,0,0,0
65730,Take On Helicopters,0,0,0
65740,Carrier Command: Gaea Mission,0,0,0
65780,ARMA: Gold Edition,0,0,0
65790,ARMA: Cold War Assault,0,0,0
65800,Dungeon Defenders,0,0,0
65930,The Bureau: XCOM Declassified,0,0,0
65980,Sid Meier's Civilization®: Beyond Earth™,0,0,0
67000,The Polynomial - Space of the music,0,0,0
67370,The Darkness II,0,0,0
70000,Dino D-Day,0,0,0
70100,Hacker Evolution,0,0,0
70110,Hacker Evolution: Untold,0,0,0
70120,Hacker Evolution Duality,0,0,0
70300,VVVVVV,0,0,0
70400,Recettear: An Item Shop's Tale,0,0,0
70420,Chantelise - A Tale of Two Sisters,0,0,0
70600,Worms Ultimate Mayhem,0,0,0
70620,Worms Crazy Golf,0,0,0
70640,Worms,0,0,0
70650,Worms Blast,0,0,0
70660,Worms Pinball,0,0,0
70900,Star Ruler,0,0,0
71000,Evochron Mercenary,0,0,0
71230,Crazy Taxi,0,0,0
71240,SEGA Bass Fishing,0,0,0
71260,Space Channel 5: Part 2,0,0,0
71340,Sonic Generations Collection,0,0,0
72000,Closure,0,0,0
72400,Clones,0,0,0
72850,The Elder Scrolls V: Skyrim,0,0,0
72900,Winter Voices,0,0,0
73010,Cities in Motion,0,0,0
73170,Darkest Hour: A Hearts of Iron Game,0,0,0
73210,Sengoku,0,0,0
78000,Bejeweled® 3,0,0,0
80200,Fate of the World,0,0,0
80300,Puzzle Bots,0,0,0
80310,Gemini Rue,0,0,0
80330,The Blackwell Legacy,0,0,0
80340,Blackwell Unbound,0,0,0
80350,Blackwell Convergence,0,0,0
80360,Blackwell Deception,0,0,0
90200,Farming Simulator 2011,0,0,0
91100,SkyDrift,0,0,0
91200,Anomaly: Warzone Earth,0,0,0
91330,Iron Front: Digital War Edition,0,0,0
91600,Sanctum,0,0,0
91700,E.Y.E: Divine Cybermancy,0,0,0
91900,Post Apocalyptic Mayhem,0,0,0
92000,Hydrophobia: Prophecy,0,0,0
92100,DETOUR,0,0,0
92200,Gundemonium Recollection,0,0,0
92210,Hitogata Happa,0,0,0
92220,GundeadliGne,0,0,0
92300,A.R.E.S.: Extinction Agenda,0,0,0
92600,Xotic,0,0,0
92800,SpaceChem,0,0,0
93200,Revenge of the Titans,0,0,0
94200,Jamestown,0,0,0
94300,The Dream Machine: Chapter 1 & 2,0,0,0
94400,Nidhogg,0,0,0
94590,Puzzle Agent 2,0,0,0
94620,Hector: Badge of Carnage - Full Series,0,0,0
95000,Super Splatters,0,0,0
95300,Capsized,0,0,0
95400,ibb & obb,0,0,0
95700,The Cat and the Coup,0,0,0
95900,Air Conflicts: Secret Wars,0,0,0
96000,The Tiny Bang Story,0,0,0
96100,Defy Gravity Extended,0,0,0
96200,Steel Storm: Burning Retribution,0,0,0
96800,Nexuiz,0,0,0
97000,Solar 2,0,0,0
97100,Section 8®: Prejudice™,0,0,0
97330,Magic: The Gathering - Duels of the Planeswalkers 2013,0,0,0
98100,Trauma,0,0,0
98200,Frozen Synapse,0,0,0
98300,Toy Soldiers,0,0,0
98400,Hard Reset Extended Edition,0,0,0
98500,Naval Warfare,0,0,0
98600,Demolition Inc.,0,0,0
98800,Dungeons of Dredmor,0,0,0
98900,Alien Hallway,0,0,0
99100,Dungeons and Dragons: Daggerdale,0,0,0
99300,Renegade Ops,0,0,0
99400,Garshasp: The Monster Slayer,0,0,0
99700,NightSky,0,0,0
99900,Spiral Knights,0,0,0
99910,Puzzle Pirates,0,0,0
102200,Runespell: Overture,0,0,0
102500,Kingdoms of Amalur: Reckoning™,0,0,0
102600,Orcs Must Die!,0,0,0
102840,Shank 2,0,0,0
104000,iBomber Defense,0,0,0
104200,BEEP,0,0,0
104900,ORION: Prelude,0,0,0
105000,A New Beginning - Final Cut,0,0,0
105100,Lume,0,0,0
105300,Critical Mass,0,0,0
105420,Ms. Splosion Man,0,0,0
105450,Age of Empires® III: Complete Collection,0,0,0
105600,Terraria,0,0,0
105700,Tobe's Vertical Adventure,0,0,0
105800,PixelJunk™ Eden,0,0,0
107100,Bastion,0,0,0
107200,Space Pirates and Zombies,0,0,0
107300,Breath of Death VII,0,0,0
107310,Cthulhu Saves the World,0,0,0
107410,Arma 3,0,0,0
107600,Waves,0,0,0
108110,Starpoint Gemini,0,0,0
108200,Ticket to Ride,0,0,0
108210,Memoir '44 Online,0,0,0
108500,Vessel,0,0,0
108600,Project Zomboid,0,0,0
108700,Death Rally,0,0,0
108710,Alan Wake,0,0,0
108800,Crysis 2 - Maximum Edition,0,0,0
109600,Neverwinter,0,0,0
110400,inMomentum,0,0,0
110500,Data Jammers: FastForward,0,0,0
110800,L.A. Noire,0,0,0
111100,Snuggle Truck,0,0,0
111400,Bunch of Heroes,0,0,0
111600,Serious Sam Double D XXL,0,0,0
112100,Avadon: The Black Fortress,0,0,0
113020,Monaco: What's Yours Is Mine,0,0,0
113200,The Binding of Isaac,0,0,0
113400,APB Reloaded,0,0,0
113420,Fallen Earth Free2Play,0,0,0
115100,Costume Quest,0,0,0
115110,Stacking,0,0,0
115120,Iron Brigade,0,0,0
115200,Cossacks II: Napoleonic Wars,0,0,0
115210,American Conquest,0,0,0
115220,American Conquest: Fight Back,0,0,0
115320,Prototype 2,0,0,0
115800,Owlboy,0,0,0
200010,Quantum Conundrum,0,0,0
200020,Global Ops: Commando Libya,0,0,0
200170,Worms Revolution,0,0,0
200190,Sideway™ New York,0,0,0
200210,Realm of the Mad God,0,0,0
200230,Off-Road Drive,0,0,0
200260,Batman: Arkham City - Game of the Year Edition,0,0,0
200370,A Game of Dwarves,0,0,0
200390,Oil Rush,0,0,0
200410,SOL: Exodus,0,0,0
200510,XCOM: Enemy Unknown,0,0,0
200550,Dungeons - The Dark Lord,0,0,0
200670,Disciples III - Resurrection,0,0,0
200710,Torchlight II,0,0,0
200900,Cave Story+,0,0,0
200960,Geneforge 1,0,0,0
200980,Geneforge 2,0,0,0
200990,Geneforge 3,0,0,0
201000,Geneforge 4: Rebellion,0,0,0
201010,Geneforge 5: Overthrow,0,0,0
201210,Pox Nora,0,0,0
201230,EverQuest II,0,0,0
201290,Sins of a Solar Empire: Trinity®,0,0,0
201420,Toki Tori 2+,0,0,0
201480,Serious Sam: The Random Encounter,0,0,0
201490,Airline Tycoon 2,0,0,0
201510,Flatout 3: Chaos & Destruction,0,0,0
201570,Really Big Sky,0,0,0
201790,Orcs Must Die! 2,0,0,0
201810,Wolfenstein: The New Order,0,0,0
201870,Assassin's Creed® Revelations,0,0,0
202130,Impire,0,0,0
202200,Galactic Civilizations® II: Ultimate Edition,0,0,0
202310,Ridge Racer™ Unbounded,0,0,0
202410,Scoregasm,0,0,0
202710,Demigod,0,0,0
202730,Dynamite Jack,0,0,0
202750,Alan Wake's American Nightmare,0,0,0
202860,Real Warfare 2: Northern Crusades,0,0,0
202970,Call of Duty®: Black Ops II,0,0,0
203140,Hitman: Absolution™,0,0,0
203160,Tomb Raider,0,0,0
203210,Titan Attacks!,0,0,0
203290,America's Army: Proving Grounds,0,0,0
203350,King's Bounty: Warriors of the North,0,0,0
203510,Fortune Summoners,0,0,0
203560,Containment: The Zombie Puzzler,0,0,0
203630,Warlock - Master of the Arcane,0,0,0
203650,Sonic the Hedgehog 4 - Episode II,0,0,0
203680,F1 RACE STARS™,0,0,0
203750,Binary Domain,0,0,0
203770,Crusader Kings II,0,0,0
203830,The Dark Eye: Chains of Satinav,0,0,0
203990,SATAZIUS,0,0,0
204030,Fable - The Lost Chapters,0,0,0
204060,Superbrothers: Sword & Sworcery EP,0,0,0
204100,Max Payne 3,0,0,0
204120,LEGO® Harry Potter: Years 5-7,0,0,0
204180,Waveform,0,0,0
204220,Snapshot,0,0,0
204240,The Bridge,0,0,0
204300,Awesomenauts - the 2D moba,0,0,0
204340,Serious Sam 2,0,0,0
204360,Castle Crashers®,0,0,0
204440,Pickers,0,0,0
204530,Infested Planet,0,0,0
204560,Confrontation,0,0,0
204630,Retro City Rampage™ DX,0,0,0
204860,Men of War: Condemned Heroes,0,0,0
204880,Sins of a Solar Empire: Rebellion®,0,0,0
204940,Crusader Kings Complete,0,0,0
205020,Lumino City,0,0,0
205060,BIT.TRIP CORE,0,0,0
205100,Dishonored,0,0,0
205190,Rocksmith™,0,0,0
205230,Hell Yeah! Wrath of the Dead Rabbit,0,0,0
205530,Gratuitous Tank Battles,0,0,0
205550,Foreign Legion: Multi Massacre,0,0,0
205610,Port Royale 3,0,0,0
205650,The Testament of Sherlock Holmes,0,0,0
205710,EverQuest,0,0,0
205730,Insanely Twisted Shadow Planet,0,0,0
205810,Jagged Alliance: Crossfire,0,0,0
205830,Luxor Evolved,0,0,0
205840,Yesterday,0,0,0
205870,Auditorium,0,0,0
205910,Tiny and Big: Grandpa's Leftovers,0,0,0
205950,Jet Set Radio,0,0,0
205990,Warlock 2: The Exiled,0,0,0
206020,Avernum 4,0,0,0
206040,Avernum 5,0,0,0
206060,Avernum 6,0,0,0
206190,Gunpoint,0,0,0
206210,Gotham City Impostors Free to Play,0,0,0
206370,Tales From Space: Mutant Blobs Attack,0,0,0
206420,Saints Row IV,0,0,0
206440,To the Moon,0,0,0
206480,Dungeons & Dragons Online®,0,0,0
206500,AirMech Strike,0,0,0
206610,3SwitcheD,0,0,0
206690,iBomber Defense Pacific,0,0,0
207020,Bang Bang Racing,0,0,0
207080,Indie Game: The Movie,0,0,0
207140,SpeedRunners,0,0,0
207170,Legend of Grimrock,0,0,0
207230,ArcheBlade™,0,0,0
207250,Cubemen,0,0,0
207320,Ys: The Oath in Felghana,0,0,0
207350,Ys Origin,0,0,0
207370,eXceed - Gun Bullet Children,0,0,0
207380,eXceed 2nd - Vampire REX,0,0,0
207400,eXceed 3rd - Jade Penetrate Black Package,0,0,0
207420,Wizorb,0,0,0
207430,"Hack, Slash, Loot",0,0,0
207490,Rayman® Origins,0,0,0
207530,Noitu Love 2: Devolution,0,0,0
207570,English Country Tune,0,0,0
207650,A Virus Named TOM,0,0,0
207690,Botanicula,0,0,0
207730,Arena Wars 2,0,0,0
207750,Symphony,0,0,0
207930,Sacred Citadel,0,0,0
208110,Myst V: End of Ages,0,0,0
208140,Endless Space® - Collection,0,0,0
208200,Doom 3: BFG Edition,0,0,0
208400,Avernum: Escape From the Pit,0,0,0
208500,F1 2012™,0,0,0
208520,Omerta - City of Gangsters,0,0,0
208580,STAR WARS™ Knights of the Old Republic™ II - The Sith Lords™,0,0,0
208600,Lunar Flight,0,0,0
208620,Midnight Mysteries: Salem Witch Trials,0,0,0
208630,Midnight Mysteries 3: Devil on the Mississippi,0,0,0
208640,Midnight Mysteries 4: Haunted Houdini,0,0,0
208650,Batman™: Arkham Knight,0,0,0
208670,Blades of Time,0,0,0
208730,Game of Thrones,0,0,0
208750,Apotheon,0,0,0
209000,Batman™: Arkham Origins,0,0,0
209060,Drunken Robot Pornography,0,0,0
209080,Guns of Icarus Online,0,0,0
209100,Resident Evil: Operation Raccoon City,0,0,0
209120,Street Fighter X Tekken,0,0,0
209160,Call of Duty®: Ghosts,0,0,0
209190,Stealth Bastard Deluxe,0,0,0
209330,A Valley Without Wind,0,0,0
209370,Analogue: A Hate Story,0,0,0
209520,Mini Motor Racing EVO,0,0,0
209540,Strike Suit Zero,0,0,0
209650,Call of Duty®: Advanced Warfare - Gold Edition,0,0,0
209670,Cortex Command,0,0,0
209690,Fieldrunners,0,0,0
209730,R.A.W. Realms of Ancient War,0,0,0
209790,Splice,0,0,0
209830,Lone Survivor: The Director's Cut,0,0,0
209950,Triple Town,0,0,0
210170,Spirits,0,0,0
210770,Sanctum 2,0,0,0
210950,Rune Classic,0,0,0
210970,The Witness,0,0,0
211010,Alien Shooter 2 Conscription,0,0,0
211160,Viking: Battle for Asgard,0,0,0
211180,Unmechanical,0,0,0
211260,They Bleed Pixels,0,0,0
211280,Primal Fears,0,0,0
211340,Magical Diary: Horse Hall,0,0,0
211360,Offspring Fling!,0,0,0
211400,Deadlight,0,0,0
211440,Adventures of Shuggy,0,0,0
211500,RaceRoom Racing Experience,0,0,0
211580,Wanderlust: Rebirth,0,0,0
211600,Thief™ Gold,0,0,0
211740,Thief™ II: The Metal Age,0,0,0
211780,Conflict Desert Storm™,0,0,0
211820,Starbound,0,0,0
212010,Galaxy on Fire 2™ Full HD,0,0,0
212030,Kung Fu Strike - The Warrior's Rise,0,0,0
212050,Resonance,0,0,0
212070,Star Conflict,0,0,0
212160,Vindictus,0,0,0
212390,Continent of the Ninth Seal,0,0,0
212500,The Lord of the Rings Online™,0,0,0
212630,Tom Clancy's Ghost Recon: Future Soldier™,0,0,0
212680,FTL: Faster Than Light,0,0,0
212700,Party of Sin,0,0,0
212800,Super Crate Box,0,0,0
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,0,0,0
213330,LEGO® Batman™ 2: DC Super Heroes,0,0,0
213610,Sonic Adventure 2,0,0,0
213650,Dwarfs - F2P,0,0,0
213670,South Park™: The Stick of Truth™,0,0,0
213850,Magic 2014 — Duels of the Planeswalkers,0,0,0
214150,Galactic Civilizations® I: Ultimate Edition,0,0,0
214170,Divine Divinity,0,0,0
214250,I Am Alive,0,0,0
214340,Deponia,0,0,0
214360,Tower Wars,0,0,0
214420,Gear Up,0,0,0
214490,Alien: Isolation,0,0,0
214550,Eets Munchies,0,0,0
214570,ETHER VAPOR Remaster,0,0,0
214590,Fairy Bloom Freesia,0,0,0
214610,Cherry Tree High Comedy Club,0,0,0
214630,Call of Duty: Black Ops - Mac Edition,0,0,0
214700,Thirty Flights of Loving,0,0,0
214730,Space Rangers HD: A War Apart,0,0,0
214770,Guacamelee! Gold Edition,0,0,0
214790,The Basement Collection,0,0,0
214830,Half Minute Hero: Super Mega Neo Climax Ultimate Boy,0,0,0
214870,Painkiller Hell & Damnation,0,0,0
214910,Air Conflicts: Pacific Carriers,0,0,0
214950,Total War™: ROME II - Emperor Edition,0,0,0
214970,Intrusion 2,0,0,0
215080,WAKFU,0,0,0
215160,The Book of Unwritten Tales,0,0,0
215280,Secret World Legends,0,0,0
215470,Primal Carnage,0,0,0
215510,Rocketbirds: Hardboiled Chicken,0,0,0
215530,The Incredible Adventures of Van Helsing,0,0,0
215550,Zombie Playground™,0,0,0
215630,Demonicon,0,0,0
215670,Home,0,0,0
215690,Zeno Clash 2,0,0,0
215710, Fieldrunners 2,0,0,0
215790,Dream Pinball 3D,0,0,0
215830,Closers,0,0,0
215870,Dungeon-Party,0,0,0
215930,Jagged Alliance 2 - Wildfire,0,0,0
216110,Tiny Troopers,0,0,0
216150,MapleStory,0,0,0
216290,Gateways,0,0,0
216890,Blood Bowl: Chaos Edition,0,0,0
216910,Of Orcs And Men,0,0,0
217140,Rise of the Triad,0,0,0
217200,Worms Armageddon,0,0,0
217690,Anna - Extended Edition,0,0,0
217750,Age of Conan: Unchained,0,0,0
217790,Dogfight 1942,0,0,0
217920,Alien Rage - Unlimited,0,0,0
218020,Nethergate: Resurrection,0,0,0
218060,BIT.TRIP Presents... Runner2: Future Legend of Rhythm Alien,0,0,0
218090,Unity of Command: Stalingrad Campaign,0,0,0
218230,PlanetSide 2,0,0,0
218410,Defender's Quest: Valley of the Forgotten (DX edition),0,0,0
218510,Planets Under Attack,0,0,0
218620,PAYDAY 2,0,0,0
218640,Lucius,0,0,0
218660,iBomber Attack,0,0,0
218680,Scribblenauts Unlimited,0,0,0
218740,Pid,0,0,0
218820,Mercenary Kings: Reloaded Edition,0,0,0
219150,Hotline Miami,0,0,0
219190,Ultratron,0,0,0
219200,Droid Assault,0,0,0
219340,The Banner Saga: Factions,0,0,0
219640,Chivalry: Medieval Warfare,0,0,0
219680,Proteus,0,0,0
219700,Dogs of War Online,0,0,0
219760,Beyond Divinity,0,0,0
219780,Divinity II: Developer's Cut,0,0,0
219830,King Arthur's Gold,0,0,0
219890,Antichamber,0,0,0
219910,Edna & Harvey: Harvey's New Eyes,0,0,0
219950,NiGHTS Into Dreams,0,0,0
219990,Grim Dawn,0,0,0
220090,The Journey Down: Chapter One,0,0,0
220160,Trials Evolution: Gold Edition,0,0,0
220200,Kerbal Space Program,0,0,0
220240,Far Cry 3,0,0,0
220260,Farming Simulator 2013 Titanium Edition,0,0,0
220440,DmC: Devil May Cry,0,0,0
220460,Cargo Commander,0,0,0
220660,StarDrive,0,0,0
220700,RPG Maker VX Ace,0,0,0
220740,Chaos on Deponia,0,0,0
220780,Thomas Was Alone,0,0,0
220820,Zombie Driver HD,0,0,0
220860,McPixel,0,0,0
220900,Jack Lumber,0,0,0
221020,Towns,0,0,0
221040,Resident Evil 6 / Biohazard 6,0,0,0
221100,DayZ,0,0,0
221180,Eufloria HD,0,0,0
221260,Little Inferno,0,0,0
221380,Age of Empires II HD,0,0,0
221540,DG2: Defense Grid 2,0,0,0
221640,Super Hexagon,0,0,0
221680,Rocksmith® 2014 Edition - Remastered,0,0,0
221810,The Cave,0,0,0
221830,The Book of Unwritten Tales: The Critter Chronicles,0,0,0
221910,The Stanley Parable,0,0,0
222140,Puddle,0,0,0
222420,THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION,0,0,0
222440,THE KING OF FIGHTERS 2002 UNLIMITED MATCH,0,0,0
222480,Resident Evil Revelations / Biohazard Revelations,0,0,0
222520,Champions of Regnum,0,0,0
222640,Aarklash: Legacy,0,0,0
222730,Reus,0,0,0
222750,Wargame: Airland Battle,0,0,0
222880,Insurgency,0,0,0
222940,THE KING OF FIGHTERS XIII STEAM EDITION,0,0,0
222980,Dead Pixels,0,0,0
223100,Homefront®: The Revolution,0,0,0
223220,Giana Sisters: Twisted Dreams,0,0,0
223430,Miner Wars 2081,0,0,0
223470,POSTAL 2,0,0,0
223510,Miasmata,0,0,0
223710,Cry of Fear,0,0,0
223730,Fly'N,0,0,0
223750,DCS World Steam Edition,0,0,0
223810,Ys I & II Chronicles+,0,0,0
223830,Xenonauts,0,0,0
224000,Project Eagle: A 3D Interactive Mars Base,0,0,0
224260,No More Room in Hell,0,0,0
224300,Legacy of Kain: Defiance,0,0,0
224460,Contrast,0,0,0
224480,Octodad: Dadliest Catch,0,0,0
224500,Gnomoria,0,0,0
224600,Defiance,0,0,0
224760,FEZ,0,0,0
224820,Super House of Dead Ninjas,0,0,0
224860,Arma Tactics,0,0,0
224900,Iron Sky: Invasion,0,0,0
224920,Legacy of Kain: Soul Reaver,0,0,0
224940,Legacy of Kain: Soul Reaver 2,0,0,0
224960,Tomb Raider I,0,0,0
224980,Tomb Raider IV: The Last Revelation,0,0,0
225000,Tomb Raider V: Chronicles,0,0,0
225020,Tomb Raider VI: The Angel of Darkness,0,0,0
225080,Brothers - A Tale of Two Sons,0,0,0
225160,Shadow Warrior Classic Redux,0,0,0
225260,Brutal Legend,0,0,0
225280,Full Mojo Rampage,0,0,0
225300,Tomb Raider II,0,0,0
225320,Tomb Raider III,0,0,0
225360,DARK,0,0,0
225420,Cities in Motion 2,0,0,0
225540,Just Cause™ 3,0,0,0
225600,Blade Symphony,0,0,0
225640,Sacred 2 Gold,0,0,0
225840,Sven Co-op,0,0,0
226100,PixelJunk™ Nom Nom Galaxy,0,0,0
226120,Weird Worlds: Return to Infinite Space,0,0,0
226560,Escape Dead Island,0,0,0
226580,F1 2014,0,0,0
226620,Desktop Dungeons,0,0,0
226720,LOST PLANET® 3,0,0,0
226740,Monster Loves You!,0,0,0
226840,Age of Wonders III,0,0,0
226860,Galactic Civilizations III,0,0,0
226960,Ironclad Tactics,0,0,0
227000,Primordia,0,0,0
227060,Hegemony Rome: The Rise of Caesar,0,0,0
227080,Papo & Yo,0,0,0
227100,Sniper Elite: Nazi Zombie Army,0,0,0
227160,Kinetic Void,0,0,0
227200,Waking Mars,0,0,0
227220,Sang-Froid - Tales of Werewolves,0,0,0
227300,Euro Truck Simulator 2,0,0,0
227380,Dragon's Lair,0,0,0
227560,Scourge: Outbreak,0,0,0
227580,"10,000,000",0,0,0
227600,Castle of Illusion,0,0,0
227760,March of the Eagles,0,0,0
227780,Serious Sam Classics: Revolution,0,0,0
227860,Castle Story,0,0,0
227940,Heroes & Generals,0,0,0
228200,Company of Heroes,0,0,0
228260,Fallen Enchantress: Legendary Heroes,0,0,0
228280,Baldur's Gate: Enhanced Edition,0,0,0
228300,Remember Me,0,0,0
228320,A Valley Without Wind 2,0,0,0
228360,Full Throttle Remastered,0,0,0
228380,Wreckfest,0,0,0
228440,Cubemen 2,0,0,0
228760,TrackMania² Canyon,0,0,0
228960,Skulls of the Shogun,0,0,0
229480,Dungeons & Dragons: Chronicles of Mystara,0,0,0
229520,Dungeon Hearts,0,0,0
229580,Dream,0,0,0
229810,A Fistful of Gun,0,0,0
229870,ShootMania Storm,0,0,0
229970,Armada 2526 Gold Edition,0,0,0
230050,DLC Quest,0,0,0
230070,The Age of Decadence,0,0,0
230150,Incredipede,0,0,0
230190,War for the Overworld,0,0,0
230270,N++ (NPLUSPLUS),0,0,0
230290,Universe Sandbox ²,0,0,0
230310,Akaneiro: Demon Hunters,0,0,0
230410,Warframe,0,0,0
230700,La-Mulana,0,0,0
230820,The Night of the Rabbit,0,0,0
230840,Daylight,0,0,0
230980,Starseed Pilgrim,0,0,0
231040,Beatbuddy: Tale of the Guardians,0,0,0
231140,Cities XL Platinum,0,0,0
231160,The Swapper,0,0,0
231200,Kentucky Route Zero,0,0,0
231310,MirrorMoon EP,0,0,0
231330,Deadfall Adventures,0,0,0
231430,Company of Heroes 2,0,0,0
231720,Bad Hotel,0,0,0
231740,Knights of Pen and Paper +1 Edition,0,0,0
232010,Euro Truck Simulator,0,0,0
232050,Eador. Masters of the Broken World,0,0,0
232090,Killing Floor 2,0,0,0
232430,Gone Home,0,0,0
232750,Mars: War Logs,0,0,0
232770,POSTAL,0,0,0
232790,Broken Age,0,0,0
232890,Stronghold Crusader 2,0,0,0
232910,TrackMania² Stadium,0,0,0
232950,Bridge Project,0,0,0
232970,Thunder Wolves,0,0,0
233130,Shadow Warrior,0,0,0
233150,LUFTRAUSERS,0,0,0
233190,Final Exam,0,0,0
233230,Kairo,0,0,0
233270,Far Cry 3 - Blood Dragon,0,0,0
233290,Murdered: Soul Suspect,0,0,0
233310,Avadon 2: The Corruption,0,0,0
233350,Sudeki,0,0,0
233450,Prison Architect,0,0,0
233470,Evoland,0,0,0
233550,Another World – 20th Anniversary Edition,0,0,0
233610,Distance,0,0,0
233720,Surgeon Simulator,0,0,0
233740,Organ Trail: Director's Cut,0,0,0
233840,Worms Clan Wars,0,0,0
233860,Kenshi,0,0,0
233980,UnEpic,0,0,0
234080,Castlevania: Lords of Shadow – Ultimate Edition,0,0,0
234140,Mad Max,0,0,0
234160,Strike Suit Infinity,0,0,0
234190,Receiver,0,0,0
234270,Ken Follett's The Pillars of the Earth,0,0,0
234290,Zack Zero,0,0,0
234330,MARVEL Puzzle Quest,0,0,0
234370,Shattered Haven,0,0,0
234390,Teleglitch: Die More Edition,0,0,0
234490,Rush Bros.,0,0,0
234630,Project CARS,0,0,0
234650,Shadowrun Returns,0,0,0
234670,NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD,0,0,0
234900,Anodyne,0,0,0
234920,Dyscourse,0,0,0
234940,The 39 Steps,0,0,0
235210,STRIDER™ / ストライダー飛竜®,0,0,0
235250,Super Sanctum TD,0,0,0
235320,Original War,0,0,0
235340,Prime World,0,0,0
235360,Prime World: Defenders,0,0,0
235380,Blitzkrieg 3,0,0,0
235400,King’s Bounty: Legions,0,0,0
235460,METAL GEAR RISING: REVENGEANCE,0,0,0
235540,Warhammer: End Times - Vermintide,0,0,0
235600,Tom Clancy’s Splinter Cell Blacklist,0,0,0
235620,Small World 2,0,0,0
235660,Eador: Genesis,0,0,0
235720,Cubetractor,0,0,0
235800,Audiosurf 2,0,0,0
235820,Element4l,0,0,0
235900,RPG Maker XP,0,0,0
235980,Tetrobot and Co.,0,0,0
236090,Dust: An Elysian Tail,0,0,0
236110,Dungeon Defenders II,0,0,0
236130,Horizon,0,0,0
236150,Starpoint Gemini 2,0,0,0
236370,Interstellar Marines,0,0,0
236390,War Thunder,0,0,0
236430,DARK SOULS™ II,0,0,0
236450,PAC-MAN™ Championship Edition DX+,0,0,0
236510,Takedown: Red Sabre,0,0,0
236690,Blood Bowl 2,0,0,0
236730,Anomaly 2,0,0,0
236790,Agricultural Simulator 2013 - Steam Edition,0,0,0
236850,Europa Universalis IV,0,0,0
237310,Elsword,0,0,0
237430,Expeditions: Conquistador,0,0,0
237550,Realms of Arkania: Blade of Destiny,0,0,0
237570,Penny Arcade's On the Rain-Slick Precipice of Darkness 4,0,0,0
237630,DuckTales: Remastered,0,0,0
237740,Angry Video Game Nerd Adventures,0,0,0
237850,Dreamfall Chapters,0,0,0
237870,Planet Explorers,0,0,0
237890,Agarest: Generations of War,0,0,0
237930,Transistor,0,0,0
237950,UFO: Afterlight,0,0,0
237990,The Banner Saga,0,0,0
238010,Deus Ex: Human Revolution - Director's Cut,0,0,0
238050,The Apogee Throwback Pack,0,0,0
238090,Sniper Elite 3,0,0,0
238210,System Shock 2,0,0,0
238240,Edge of Space,0,0,0
238260,Pinball Arcade,0,0,0
238320,Outlast,0,0,0
238370,Magicka 2,0,0,0
238430,Contagion,0,0,0
238460,BattleBlock Theater®,0,0,0
238530,Super Puzzle Platformer Deluxe,0,0,0
238750,Might & Magic X - Legacy,0,0,0
238870,Citadels,0,0,0
238890,Skyward Collapse,0,0,0
238910,Bionic Dues,0,0,0
238930,7 Grand Steps: What Ancients Begat,0,0,0
238960,Path of Exile,0,0,0
239030,"Papers, Please",0,0,0
239070,Hammerwatch,0,0,0
239120,FINAL FANTASY III,0,0,0
239140,Dying Light,0,0,0
239160,Thief,0,0,0
239200,Amnesia: A Machine for Pigs,0,0,0
239250,Castlevania: Lords of Shadow 2,0,0,0
